d3mIndex,bounding_box,confidence
201,"2050,1924,2050,2311,2466,2311,2466,1924",0.9426
201,"792,974,792,1204,1023,1204,1023,974",0.9410
201,"614,362,614,507,760,507,760,362",0.9036
201,"2275,764,2275,954,2455,954,2455,764",0.8545
201,"1917,384,1917,732,2348,732,2348,384",0.8187
205,"309,582,309,837,594,837,594,582",0.9775
205,"2207,723,2207,990,2460,990,2460,723",0.9751
205,"21,886,21,1104,240,1104,240,886",0.9663
205,"322,912,322,1176,587,1176,587,912",0.9533
205,"1253,439,1253,619,1431,619,1431,439",0.9284
205,"290,314,290,574,561,574,561,314",0.9264
205,"1587,1305,1587,1687,1985,1687,1985,1305",0.9189
205,"90,383,90,548,251,548,251,383",0.8947
205,"0,1646,0,1730,75,1730,75,1646",0.6265
209,"466,1813,466,2056,710,2056,710,1813",0.9365
209,"492,467,492,765,798,765,798,467",0.9279
209,"1,350,1,624,294,624,294,350",0.8775
209,"15,1360,15,1503,149,1503,149,1360",0.8293
210,"2013,558,2013,923,2441,923,2441,558",0.9497
210,"2,1291,2,1636,332,1636,332,1291",0.9259
214,"2234,676,2234,915,2471,915,2471,676",0.9627
214,"904,388,904,585,1108,585,1108,388",0.9349
214,"1139,1565,1139,1702,1282,1702,1282,1565",0.9086
214,"1505,607,1505,739,1638,739,1638,607",0.8878
214,"309,748,309,869,436,869,436,748",0.8841
214,"1439,2256,1439,2392,1582,2392,1582,2256",0.8788
214,"1554,2482,1554,2637,1711,2637,1711,2482",0.8019
219,"972,835,972,1032,1163,1032,1163,835",0.9425
219,"963,1052,963,1163,1073,1163,1073,1052",0.9029
219,"1244,925,1244,1053,1358,1053,1358,925",0.8895
219,"1173,1984,1173,2136,1304,2136,1304,1984",0.7821
219,"958,2317,958,2435,1090,2435,1090,2317",0.7595
219,"793,1391,793,1537,933,1537,933,1391",0.7283
219,"1079,1472,1079,1585,1201,1585,1201,1472",0.6596
219,"1306,696,1306,782,1402,782,1402,696",0.6050
219,"1029,1620,1029,1722,1125,1722,1125,1620",0.5747
220,"934,66,934,220,1098,220,1098,66",0.9353
221,"1680,2449,1680,2721,1957,2721,1957,2449",0.9440
232,"1330,363,1330,587,1559,587,1559,363",0.9614
232,"1559,964,1559,1164,1761,1164,1761,964",0.9582
232,"1696,2070,1696,2267,1890,2267,1890,2070",0.9581
232,"1287,53,1287,205,1427,205,1427,53",0.9297
232,"1954,270,1954,417,2111,417,2111,270",0.9103
232,"1033,2049,1033,2198,1162,2198,1162,2049",0.8904
232,"1160,2317,1160,2446,1294,2446,1294,2317",0.8624
232,"1139,5,1139,129,1272,129,1272,5",0.8621
232,"1234,547,1234,683,1373,683,1373,547",0.8125
232,"1559,2352,1559,2470,1682,2470,1682,2352",0.7019
232,"1057,2418,1057,2494,1142,2494,1142,2418",0.6070
232,"1344,2640,1344,2788,1495,2788,1495,2640",0.5044
233,"1402,1672,1402,1812,1542,1812,1542,1672",0.9682
233,"1579,60,1579,233,1758,233,1758,60",0.9598
233,"1207,789,1207,1013,1456,1013,1456,789",0.9469
233,"1333,1432,1333,1567,1473,1567,1473,1432",0.9436
233,"1443,401,1443,531,1574,531,1574,401",0.9280
233,"1675,2190,1675,2320,1815,2320,1815,2190",0.9223
233,"1525,2081,1525,2237,1683,2237,1683,2081",0.9205
233,"908,17,908,146,1033,146,1033,17",0.9173
233,"1746,2448,1746,2586,1892,2586,1892,2448",0.8647
233,"1171,1778,1171,1872,1261,1872,1261,1778",0.8437
233,"1112,471,1112,601,1239,601,1239,471",0.8339
233,"1390,1202,1390,1297,1487,1297,1487,1202",0.8231
233,"1350,2527,1350,2726,1559,2726,1559,2527",0.8216
233,"1267,2262,1267,2399,1407,2399,1407,2262",0.7615
233,"1272,2346,1272,2500,1424,2500,1424,2346",0.7533
233,"937,815,937,912,1037,912,1037,815",0.5939
233,"683,1161,683,1270,793,1270,793,1161",0.5542
236,"1364,1828,1364,2031,1560,2031,1560,1828",0.9690
236,"1408,1175,1408,1378,1602,1378,1602,1175",0.9542
236,"956,1656,956,1869,1164,1869,1164,1656",0.9482
236,"1298,1469,1298,1698,1582,1698,1582,1469",0.9305
236,"1129,754,1129,862,1244,862,1244,754",0.9187
236,"1223,938,1223,1106,1386,1106,1386,938",0.9176
236,"1088,2232,1088,2505,1367,2505,1367,2232",0.9120
236,"1369,800,1369,940,1535,940,1535,800",0.9028
236,"1218,210,1218,304,1313,304,1313,210",0.7066
236,"2197,2699,2197,2900,2391,2900,2391,2699",0.6488
236,"1184,452,1184,600,1375,600,1375,452",0.6177
236,"1128,462,1128,570,1240,570,1240,462",0.5397
236,"1272,2438,1272,2551,1486,2551,1486,2438",0.5099
236,"1256,453,1256,541,1363,541,1363,453",0.5080
237,"1251,634,1251,826,1431,826,1431,634",0.9739
237,"1369,200,1369,409,1580,409,1580,200",0.9695
237,"1384,808,1384,992,1563,992,1563,808",0.9626
237,"1382,1246,1382,1474,1621,1474,1621,1246",0.9623
237,"1632,738,1632,863,1749,863,1749,738",0.9452
237,"1465,45,1465,270,1745,270,1745,45",0.9189
237,"1193,1733,1193,1842,1302,1842,1302,1733",0.8622
237,"1380,2254,1380,2408,1535,2408,1535,2254",0.8611
237,"1074,938,1074,1154,1288,1154,1288,938",0.8284
237,"1142,1977,1142,2217,1384,2217,1384,1977",0.7793
237,"1232,2450,1232,2598,1372,2598,1372,2450",0.7664
237,"1148,2444,1148,2675,1365,2675,1365,2444",0.6586
237,"1124,2456,1124,2573,1244,2573,1244,2456",0.5463
244,"1987,2292,1987,2540,2238,2540,2238,2292",0.9832
244,"1165,1153,1165,1397,1416,1397,1416,1153",0.9610
244,"1399,80,1399,383,1687,383,1687,80",0.9372
244,"1368,639,1368,896,1620,896,1620,639",0.9363
244,"1321,305,1321,479,1491,479,1491,305",0.9219
244,"1323,2146,1323,2443,1613,2443,1613,2146",0.9180
244,"1216,1874,1216,2022,1370,2022,1370,1874",0.9092
244,"1429,1500,1429,1737,1691,1737,1691,1500",0.8971
244,"1253,959,1253,1152,1494,1152,1494,959",0.8721
244,"1709,632,1709,783,1855,783,1855,632",0.8423
244,"1995,1058,1995,1202,2144,1202,2144,1058",0.8163
245,"1449,423,1449,664,1691,664,1691,423",0.9819
245,"1732,1533,1732,1746,1944,1746,1944,1533",0.9681
245,"2106,81,2106,338,2371,338,2371,81",0.9655
245,"1232,843,1232,1037,1428,1037,1428,843",0.9645
245,"1368,1125,1368,1387,1649,1387,1649,1125",0.9562
245,"1071,599,1071,746,1229,746,1229,599",0.9493
245,"1668,34,1668,316,1990,316,1990,34",0.9492
245,"1277,2627,1277,2857,1485,2857,1485,2627",0.9283
245,"1327,1976,1327,2147,1501,2147,1501,1976",0.9109
245,"1447,1745,1447,1987,1671,1987,1671,1745",0.9089
245,"1496,1311,1496,1543,1717,1543,1717,1311",0.9013
245,"1463,657,1463,790,1604,790,1604,657",0.8732
245,"2009,2863,2009,2994,2146,2994,2146,2863",0.8201
245,"1355,2327,1355,2546,1590,2546,1590,2327",0.7962
245,"1690,2422,1690,2568,1846,2568,1846,2422",0.7729
247,"959,1692,959,1902,1196,1902,1196,1692",0.9794
247,"650,1480,650,1726,903,1726,903,1480",0.9693
247,"961,2015,961,2191,1144,2191,1144,2015",0.8815
247,"1050,2516,1050,2713,1246,2713,1246,2516",0.8731
247,"1183,1008,1183,1162,1338,1162,1338,1008",0.8640
247,"1074,858,1074,973,1192,973,1192,858",0.8621
247,"871,2769,871,2999,1099,2999,1099,2769",0.8487
247,"1118,318,1118,571,1381,571,1381,318",0.8300
247,"1067,3011,1067,3124,1237,3124,1237,3011",0.6489
248,"1007,0,1007,146,1164,146,1164,0",0.9536
248,"964,1292,964,1409,1086,1409,1086,1292",0.9267
248,"887,1876,887,2036,1048,2036,1048,1876",0.8943
248,"1319,720,1319,823,1430,823,1430,720",0.7014
248,"968,693,968,787,1061,787,1061,693",0.6948
248,"1035,2497,1035,2669,1220,2669,1220,2497",0.6573
248,"1210,2631,1210,2764,1346,2764,1346,2631",0.5352
255,"1222,786,1222,1011,1446,1011,1446,786",0.9873
255,"1659,609,1659,816,1874,816,1874,609",0.9841
255,"1145,2240,1145,2491,1403,2491,1403,2240",0.9738
255,"1202,1187,1202,1407,1417,1407,1417,1187",0.9661
255,"458,220,458,442,684,442,684,220",0.9636
255,"1434,946,1434,1135,1629,1135,1629,946",0.9613
255,"1261,296,1261,527,1488,527,1488,296",0.9595
255,"945,0,945,158,1122,158,1122,0",0.9580
255,"1399,1442,1399,1658,1609,1658,1609,1442",0.9566
255,"793,1092,793,1293,991,1293,991,1092",0.9472
255,"2146,0,2146,171,2331,171,2331,0",0.9360
255,"1337,1917,1337,2153,1593,2153,1593,1917",0.9312
255,"1226,1737,1226,1982,1468,1982,1468,1737",0.9309
255,"692,463,692,640,870,640,870,463",0.9272
255,"1097,2457,1097,2677,1319,2677,1319,2457",0.9160
255,"1204,2,1204,171,1412,171,1412,2",0.9086
255,"8,1548,8,1712,168,1712,168,1548",0.8829
255,"1619,2703,1619,2918,1810,2918,1810,2703",0.8654
255,"1445,2260,1445,2387,1578,2387,1578,2260",0.8620
255,"1040,1941,1040,2092,1198,2092,1198,1941",0.8557
255,"7,309,7,462,157,462,157,309",0.8351
255,"708,1851,708,1972,826,1972,826,1851",0.7698
255,"2303,2553,2303,2705,2461,2705,2461,2553",0.7299
255,"2167,1702,2167,1793,2253,1793,2253,1702",0.5871
255,"1805,984,1805,1138,1943,1138,1943,984",0.5643
260,"2136,1435,2136,1555,2260,1555,2260,1435",0.9613
260,"997,494,997,610,1107,610,1107,494",0.9411
260,"1247,296,1247,498,1448,498,1448,296",0.9331
260,"2251,95,2251,202,2350,202,2350,95",0.9049
260,"1333,1345,1333,1467,1457,1467,1457,1345",0.8880
260,"1159,21,1159,151,1285,151,1285,21",0.8317
260,"2235,708,2235,838,2368,838,2368,708",0.8203
260,"1282,554,1282,653,1387,653,1387,554",0.7664
260,"2203,1139,2203,1233,2306,1233,2306,1139",0.6828
260,"1154,799,1154,944,1292,944,1292,799",0.6747
265,"1868,2160,1868,2423,2136,2423,2136,2160",0.9428
265,"6,1783,6,2114,334,2114,334,1783",0.9105
265,"2119,891,2119,1229,2445,1229,2445,891",0.8873
265,"2331,555,2331,671,2462,671,2462,555",0.8301
265,"853,0,853,150,990,150,990,0",0.8244
265,"1288,2181,1288,2336,1449,2336,1449,2181",0.7893
265,"1436,2666,1436,3007,1942,3007,1942,2666",0.6713
